date,channel,bookings,gmv
2025-03-30,Other,3,11598.15
2025-03-30,Vrbo,1,2205.52
2025-03-31,Airbnb,2,9620.65
2025-03-31,Google,1,1658.14
2025-03-31,Organic,7,31984.68
2025-03-31,Other,1,4912.5
2025-03-31,Vrbo,2,11734.7
2025-04-01,Airbnb,2,16403.79
2025-04-01,Customer IO,2,5590.76
2025-04-01,Google,2,7798.19
2025-04-01,Manual,1,3299.0
2025-04-01,Organic,9,53960.1
2025-04-01,Other,5,29032.32
2025-04-02,Customer IO,1,2611.98
2025-04-02,Manual,1,1745.0
2025-04-02,Meta,1,2951.94
2025-04-02,Organic,4,28438.21
2025-04-02,Other,2,5637.74
2025-04-03,Airbnb,4,15876.09
2025-04-03,Customer IO,1,2836.01
2025-04-03,Google,3,11646.99
2025-04-03,Organic,4,22720.06
2025-04-03,Other,2,25086.56
2025-04-04,Airbnb,2,5233.94
2025-04-04,Criteo,1,1975.75
2025-04-04,Customer IO,2,26187.99
2025-04-04,Google,2,16966.38
2025-04-04,Organic,5,32611.71
2025-04-04,Other,4,11553.4
2025-04-04,Vrbo,1,3051.37
2025-04-05,Airbnb,2,11191.99
2025-04-05,Customer IO,1,5108.75
2025-04-05,Organic,4,22415.91
2025-04-05,Other,3,27869.32
2025-04-05,Vrbo,1,2460.2
2025-04-06,Airbnb,4,20446.07
2025-04-06,Google,7,25269.5
2025-04-06,Organic,13,72774.75
2025-04-06,Other,6,46716.72
2025-04-06,Vrbo,1,3362.12
2025-04-07,Airbnb,2,13592.81
2025-04-07,Google,1,4671.04
2025-04-07,Organic,5,26959.52
2025-04-07,Other,4,12503.34
2025-04-08,Airbnb,2,17576.27
2025-04-08,Customer IO,1,2167.19
2025-04-08,Organic,10,63282.4
2025-04-08,Other,5,16412.72
2025-04-09,Airbnb,4,19717.41
2025-04-09,Customer IO,2,8811.51
2025-04-09,Google,1,8770.07
2025-04-09,Manual,1,2616.0
2025-04-09,Organic,9,29816.84
2025-04-09,Other,2,16475.1
2025-04-09,Vrbo,2,10576.76
2025-04-10,Airbnb,3,10915.15
2025-04-10,Google,3,12327.63
2025-04-10,Organic,3,16348.25
2025-04-10,Other,3,12675.32
2025-04-10,Vrbo,1,3736.13
2025-04-11,Airbnb,5,24162.16
2025-04-11,Customer IO,1,1898.39
2025-04-11,Google,2,3732.15
2025-04-11,Organic,5,13739.31
2025-04-11,Other,2,6531.11
2025-04-12,Airbnb,4,12966.75
2025-04-12,Customer IO,1,2566.91
2025-04-12,Google,5,17962.64
2025-04-12,Organic,8,29205.99
2025-04-12,Other,6,17100.51
2025-04-13,Airbnb,2,5937.89
2025-04-13,Customer IO,1,6572.55
2025-04-13,Google,2,13083.82
2025-04-13,Organic,9,68310.57
2025-04-13,Other,5,23513.24
2025-04-13,Vrbo,1,3530.3
2025-04-14,Airbnb,2,5773.46
2025-04-14,Customer IO,1,2728.16
2025-04-14,Google,1,1354.9
2025-04-14,Organic,7,38732.06
2025-04-14,Other,1,17170.82
2025-04-15,Airbnb,1,6845.31
2025-04-15,Customer IO,2,4660.08
2025-04-15,Google,2,10266.98
2025-04-15,Organic,5,17618.07
2025-04-15,Other,6,23422.91
2025-04-15,Vrbo,1,4470.7
2025-04-16,Airbnb,1,3204.1
2025-04-16,Customer IO,2,5059.76
2025-04-16,Organic,4,11239.89
2025-04-17,Airbnb,4,15429.75
2025-04-17,Customer IO,2,9043.49
2025-04-17,Google,1,3167.23
2025-04-17,Organic,5,24939.13
2025-04-17,Other,1,10435.43
2025-04-17,Vrbo,2,8522.98
2025-04-18,Airbnb,4,18150.83
2025-04-18,Organic,3,19394.09
2025-04-18,Other,2,6105.89
2025-04-19,Airbnb,3,15342.24
2025-04-19,Customer IO,2,5104.59
2025-04-19,Organic,3,7270.56
2025-04-19,Other,1,1428.0
2025-04-19,Vrbo,2,15253.23
2025-04-20,Airbnb,4,13117.57
2025-04-20,Customer IO,3,10650.77
2025-04-20,Google,1,2871.6
2025-04-20,Organic,5,20133.09
2025-04-20,Other,3,10365.02
2025-04-21,Airbnb,1,7819.12
2025-04-21,Customer IO,1,2470.67
2025-04-21,Google,1,1364.79
2025-04-21,Organic,9,32518.35
2025-04-21,Other,3,10082.63
2025-04-21,Vrbo,1,2867.18
2025-04-22,Airbnb,1,5171.26
2025-04-22,Customer IO,4,14733.45
2025-04-22,Influencer,1,1199.01
2025-04-22,Organic,5,21585.94
2025-04-22,Other,5,12973.98
2025-04-22,Vrbo,3,20901.36
2025-04-23,Airbnb,3,14748.12
2025-04-23,Customer IO,1,8220.86
2025-04-23,Organic,6,27090.33
2025-04-23,Other,4,7649.65
2025-04-23,Vrbo,1,2706.52
2025-04-24,Airbnb,7,19133.46
2025-04-24,Organic,6,38844.41
2025-04-24,Other,3,7946.38
2025-04-24,Vrbo,1,8509.81
2025-04-25,Airbnb,6,24348.01
2025-04-25,Customer IO,1,4986.46
2025-04-25,Google,1,5155.75
2025-04-25,Organic,6,47491.2
2025-04-25,Other,2,7657.4
2025-04-25,Vrbo,1,3045.11
2025-04-26,Airbnb,5,23824.9
2025-04-26,Customer IO,1,2087.68
2025-04-26,Google,1,7147.86
2025-04-26,Organic,4,19897.49
2025-04-26,Other,1,17300.82
2025-04-26,Vrbo,1,4394.22
2025-04-27,Airbnb,2,7857.0
2025-04-27,Customer IO,4,15758.92
2025-04-27,Google,3,13053.98
2025-04-27,Organic,6,43971.47
2025-04-27,Other,1,800.0
2025-04-27,Vrbo,1,10408.2
2025-04-28,Airbnb,2,7474.82
2025-04-28,Customer IO,1,1870.85
2025-04-28,Influencer,1,6702.55
2025-04-28,Organic,4,20605.57
2025-04-28,Other,2,6986.14
2025-04-29,Airbnb,4,17482.21
2025-04-29,Customer IO,1,7775.56
2025-04-29,Google,2,10280.58
2025-04-29,Manual,1,8033.9
2025-04-29,Organic,3,17926.52
2025-04-29,Vrbo,3,18626.13
2025-04-30,Airbnb,1,2835.87
2025-04-30,Customer IO,1,1972.32
2025-04-30,Google,1,3698.08
2025-04-30,Organic,7,68657.89
2025-04-30,Other,3,11695.99
2025-05-01,Airbnb,5,14378.87
2025-05-01,Customer IO,1,3090.0
2025-05-01,Organic,7,29629.77
2025-05-01,Other,2,12725.89
2025-05-02,Airbnb,3,25620.42
2025-05-02,Google,3,18370.61
2025-05-02,Organic,3,21071.92
2025-05-02,Other,3,19454.46
2025-05-02,Vrbo,1,3492.29
2025-05-03,Airbnb,5,20371.38
2025-05-03,Customer IO,1,3225.54
2025-05-03,Google,1,8936.14
2025-05-03,Organic,2,11192.49
2025-05-03,Other,1,1152.35
2025-05-04,Airbnb,3,20482.13
2025-05-04,Criteo,1,7140.83
2025-05-04,Customer IO,1,1782.38
2025-05-04,Organic,6,19412.75
2025-05-04,Other,2,3767.98
2025-05-04,Vrbo,2,14704.57
2025-05-05,Airbnb,2,14501.11
2025-05-05,Organic,8,49008.92
2025-05-05,Vrbo,2,5149.16
2025-05-06,Airbnb,3,15478.87
2025-05-06,Customer IO,1,9168.72
2025-05-06,Google,1,4056.92
2025-05-06,Organic,7,46801.97
2025-05-06,Other,3,9566.7
2025-05-06,Vrbo,1,8398.06
2025-05-07,Airbnb,3,12229.9
2025-05-07,Customer IO,3,23281.78
2025-05-07,Google,3,17562.11
2025-05-07,Meta,1,3612.19
2025-05-07,Organic,3,13480.68
2025-05-07,Vrbo,2,7259.99
2025-05-08,Airbnb,3,9368.84
2025-05-08,Customer IO,1,1613.0
2025-05-08,Google,1,7751.11
2025-05-08,Organic,4,19772.44
2025-05-08,Other,1,2211.13
2025-05-08,Vrbo,2,13684.12
2025-05-09,Airbnb,5,21585.44
2025-05-09,Criteo,1,6995.0
2025-05-09,Organic,1,2592.0
2025-05-09,Other,2,4625.71
2025-05-10,Organic,3,24445.7
2025-05-10,Other,6,18567.18
2025-05-10,Vrbo,2,11231.47
2025-05-11,Airbnb,3,11766.76
2025-05-11,Customer IO,1,1713.1
2025-05-11,Organic,4,22227.69
2025-05-11,Other,4,20609.7
2025-05-12,Airbnb,1,3431.38
2025-05-12,Customer IO,1,3259.25
2025-05-12,Organic,7,50881.41
2025-05-12,Other,6,34820.97
2025-05-13,Airbnb,3,7218.9
2025-05-13,Organic,3,21511.49
2025-05-13,Other,1,8433.74
2025-05-14,Airbnb,5,18448.91
2025-05-14,Criteo,1,4095.0
2025-05-14,Customer IO,1,13672.69
2025-05-14,Google,1,2121.51
2025-05-14,Organic,3,8066.82
2025-05-14,Other,2,8175.0
2025-05-14,Vrbo,2,12694.24
2025-05-15,Airbnb,5,16724.79
2025-05-15,Customer IO,2,18162.27
2025-05-15,Google,1,4760.0
2025-05-15,Organic,4,28671.13
2025-05-15,Other,1,608.85
2025-05-15,Vrbo,1,1442.68
2025-05-16,Airbnb,6,31115.33
2025-05-16,Customer IO,1,5310.36
2025-05-16,Organic,6,21042.06
2025-05-16,Other,5,12707.58
2025-05-16,Vrbo,1,3465.51
2025-05-17,Airbnb,2,4522.14
2025-05-17,Customer IO,3,13932.43
2025-05-17,Organic,10,54411.3
2025-05-17,Other,2,9379.39
2025-05-17,Vrbo,1,4451.85
2025-05-18,Airbnb,5,17231.53
2025-05-18,Customer IO,1,4075.37
2025-05-18,Google,1,2909.48
2025-05-18,Organic,5,25450.07
2025-05-18,Other,1,2426.82
2025-05-18,Vrbo,2,5310.06
2025-05-19,Airbnb,3,13751.94
2025-05-19,Customer IO,1,3725.81
2025-05-19,Organic,8,39334.24
2025-05-19,Other,2,2553.41
2025-05-19,Vrbo,2,4964.86
2025-05-20,Airbnb,3,10752.84
2025-05-20,Customer IO,1,1045.44
2025-05-20,Google,1,7674.32
2025-05-20,Organic,9,13572.26
2025-05-20,Other,8,65603.95
2025-05-21,Airbnb,2,8913.33
2025-05-21,Booking,1,3761.45
2025-05-21,Customer IO,5,7621.22
2025-05-21,Google,1,1721.6
2025-05-21,Organic,12,57955.95
2025-05-21,Other,9,49520.31
2025-05-22,Airbnb,4,12328.31
2025-05-22,Customer IO,4,24193.75
2025-05-22,Google,1,1330.46
2025-05-22,Meta,1,424.54
2025-05-22,Organic,13,59249.19
2025-05-22,Other,4,14102.02
2025-05-23,Airbnb,5,21812.33
2025-05-23,Customer IO,1,250.5
2025-05-23,Organic,7,21666.35
2025-05-23,Other,6,18898.15
2025-05-24,Airbnb,8,26457.59
2025-05-24,Customer IO,3,5627.33
2025-05-24,Meta,1,1852.4
2025-05-24,Organic,5,15531.13
2025-05-24,Other,4,11322.04
2025-05-25,Airbnb,2,4138.6
2025-05-25,Customer IO,3,27254.83
2025-05-25,Organic,13,50517.32
2025-05-25,Other,4,11451.64
2025-05-26,Airbnb,1,8709.63
2025-05-26,Customer IO,2,3249.6
2025-05-26,Google,3,13415.23
2025-05-26,Influencer,1,1079.38
2025-05-26,Meta,1,1048.0
2025-05-26,Organic,11,40846.81
2025-05-26,Vrbo,1,2516.55
2025-05-27,Airbnb,5,20240.51
2025-05-27,Customer IO,3,8720.96
2025-05-27,Organic,8,36471.59
2025-05-27,Other,4,15224.32
2025-05-27,Vrbo,2,4867.42
2025-05-28,Airbnb,2,5622.9
2025-05-28,Customer IO,4,10678.88
2025-05-28,Organic,4,22829.02
2025-05-28,Other,10,40056.89
2025-05-28,Vrbo,1,5099.73
2025-05-29,Airbnb,5,41168.92
2025-05-29,Customer IO,1,11779.15
2025-05-29,Direct Mail,1,745.22
2025-05-29,Google,1,3185.31
2025-05-29,Organic,15,59735.19
2025-05-29,Other,3,8412.2
2025-05-29,Vrbo,6,39287.64
2025-05-30,Airbnb,1,4622.05
2025-05-30,Customer IO,8,34749.27
2025-05-30,Organic,13,35825.6
2025-05-30,Other,4,24068.18
2025-05-30,Vrbo,1,5345.63
2025-05-31,Airbnb,3,11660.62
2025-05-31,Customer IO,10,24143.61
2025-05-31,Google,2,12344.26
2025-05-31,Organic,15,36535.63
2025-05-31,Other,10,36783.83
2025-06-01,Airbnb,3,12133.31
2025-06-01,Customer IO,4,16475.02
2025-06-01,Google,3,26018.06
2025-06-01,Influencer,1,4756.93
2025-06-01,Organic,14,71826.28
2025-06-01,Other,5,12540.19
2025-06-02,Customer IO,2,6713.34
2025-06-02,Google,1,2544.65
2025-06-02,Organic,6,25455.97
2025-06-02,Other,1,3076.0
2025-06-02,Vrbo,1,4506.6
2025-06-03,Airbnb,3,11965.72
2025-06-03,Customer IO,1,3159.02
2025-06-03,Google,1,4749.14
2025-06-03,Manual,1,10692.22
2025-06-03,Organic,7,31284.34
2025-06-03,Other,3,13059.92
2025-06-04,Airbnb,1,3725.89
2025-06-04,Customer IO,2,10452.37
2025-06-04,Google,1,5522.78
2025-06-04,Organic,7,36256.65
2025-06-04,Other,2,13782.59
2025-06-04,Vrbo,1,15211.19
2025-06-05,Airbnb,1,2652.76
2025-06-05,Customer IO,1,5958.88
2025-06-05,Organic,9,24895.41
2025-06-05,Other,7,23514.53
2025-06-05,Vrbo,1,2402.02
2025-06-06,Airbnb,3,7893.88
2025-06-06,Customer IO,1,1877.29
2025-06-06,Google,1,44164.26
2025-06-06,Organic,8,47617.28
2025-06-06,Other,2,10013.07
2025-06-07,Airbnb,2,5883.14
2025-06-07,Customer IO,1,7347.0
2025-06-07,Google,2,18132.5
2025-06-07,Organic,2,7007.1
2025-06-07,Other,2,7902.17
2025-06-07,Vrbo,2,8856.82
2025-06-08,Airbnb,3,13750.81
2025-06-08,Customer IO,3,12412.82
2025-06-08,Organic,4,19827.83
2025-06-08,Other,1,5231.04
2025-06-08,Vrbo,1,4757.6
2025-06-09,Airbnb,5,18502.37
2025-06-09,Customer IO,1,3810.28
2025-06-09,Organic,5,23165.52
2025-06-09,Other,3,21296.04
2025-06-09,Vrbo,2,22893.47
2025-06-10,Airbnb,2,8731.27
2025-06-10,Customer IO,2,5136.08
2025-06-10,Organic,1,2346.0
2025-06-10,Other,1,5063.32
2025-06-10,Vrbo,2,6513.01
2025-06-11,Airbnb,4,25074.65
2025-06-11,Customer IO,1,4094.05
2025-06-11,Google,1,1664.88
2025-06-11,Organic,8,32375.01
2025-06-11,Vrbo,2,6745.4
2025-06-12,Airbnb,4,30833.22
2025-06-12,Customer IO,1,5906.55
2025-06-12,Email Action,1,4063.1
2025-06-12,Organic,6,18999.29
2025-06-12,Other,3,13066.84
2025-06-13,Airbnb,6,34800.01
2025-06-13,Organic,2,10150.5
2025-06-13,Other,1,20233.5
2025-06-14,Airbnb,2,12286.21
2025-06-14,Google,1,2774.14
2025-06-14,Organic,3,13226.38
2025-06-14,Other,2,13179.57
2025-06-14,Vrbo,1,3873.6
2025-06-15,Airbnb,12,55187.68
2025-06-15,Organic,5,23202.08
2025-06-15,Other,1,3010.36
2025-06-15,Vrbo,1,7817.07
2025-06-16,Airbnb,4,19044.21
2025-06-16,Customer IO,1,7928.24
2025-06-16,Organic,8,23387.48
2025-06-16,Other,1,1440.72
2025-06-16,Vrbo,1,3940.47
2025-06-17,Airbnb,2,4231.14
2025-06-17,Customer IO,4,18742.8
2025-06-17,Organic,8,42919.36
2025-06-17,Other,1,4191.27
2025-06-18,Airbnb,7,22610.86
2025-06-18,Booking,1,10840.4
2025-06-18,Customer IO,1,6301.24
2025-06-18,Meta,1,1966.51
2025-06-18,Organic,6,19978.79
2025-06-18,Other,2,19329.35
2025-06-18,Vrbo,1,11090.41
2025-06-19,Airbnb,2,4851.17
2025-06-19,Customer IO,1,1080.98
2025-06-19,Direct Mail,1,3463.43
2025-06-19,Google,2,7937.96
2025-06-19,Manual,1,5279.2
2025-06-19,Meta,1,3220.1
2025-06-19,Organic,6,35777.79
2025-06-19,Other,1,3063.09
2025-06-19,Vrbo,1,3244.72
2025-06-20,Airbnb,1,7324.4
2025-06-20,Customer IO,1,3165.88
2025-06-20,Organic,5,14928.94
2025-06-20,Other,1,4103.34
2025-06-20,Vrbo,4,28929.62
2025-06-21,Airbnb,4,14385.36
2025-06-21,Google,1,1911.9
2025-06-21,Organic,3,12838.87
2025-06-22,Airbnb,1,3715.1
2025-06-22,Google,1,3624.27
2025-06-22,Organic,4,25222.52
2025-06-22,Other,1,3095.85
2025-06-22,Vrbo,1,3328.12
2025-06-23,Airbnb,2,6569.81
2025-06-23,Customer IO,2,3036.6
2025-06-23,Google,1,4415.69
2025-06-23,Manual,1,2640.93
2025-06-23,Organic,6,18801.72
2025-06-23,Vrbo,4,28786.37
2025-06-24,Airbnb,3,8507.82
2025-06-24,Criteo,1,3082.85
2025-06-24,Google,2,9440.36
2025-06-24,Organic,3,15566.96
2025-06-24,Vrbo,2,6833.06
2025-06-25,Airbnb,5,11295.87
2025-06-25,Customer IO,1,8209.6
2025-06-25,Google,2,3800.05
2025-06-25,Organic,3,9875.7
2025-06-25,Vrbo,4,28181.72
2025-06-26,Airbnb,5,16290.67
2025-06-26,Customer IO,1,2395.92
2025-06-26,Manual,1,3223.98
2025-06-26,Organic,5,29031.04
2025-06-26,Other,1,2406.25
2025-06-26,Vrbo,2,4077.13
2025-06-27,Airbnb,4,18575.61
2025-06-27,Criteo,1,3857.2
2025-06-27,Google,1,13501.76
2025-06-27,Meta,1,3051.07
2025-06-27,Organic,6,18182.86
2025-06-27,Other,1,1450.8
2025-06-27,Vrbo,1,3915.26
2025-06-28,Airbnb,8,15347.54
2025-06-28,Customer IO,2,7272.17
2025-06-28,Google,1,3181.13
2025-06-28,Organic,11,49954.64
2025-06-28,Other,1,3801.7
2025-06-28,Vrbo,1,10094.4
2025-06-29,Airbnb,6,19770.43
2025-06-29,Criteo,1,1380.3
2025-06-29,Organic,12,59541.67
2025-06-29,Other,1,1731.8
2025-06-29,Vrbo,1,2365.51
2025-06-30,Airbnb,4,8850.47
2025-06-30,Criteo,1,608.53
2025-06-30,Customer IO,3,6956.17
2025-06-30,Organic,4,13197.4
2025-06-30,Other,1,3019.4
2025-06-30,Vrbo,1,8608.35
2025-07-01,Airbnb,14,43923.41
2025-07-01,Criteo,1,3740.3
2025-07-01,Customer IO,2,8098.2
2025-07-01,Organic,1,2363.48
2025-07-01,Vrbo,2,9059.57
2025-07-02,Airbnb,5,20296.1
2025-07-02,Google,1,2873.36
2025-07-02,Organic,4,19471.11
2025-07-02,Vrbo,1,1910.17
2025-07-03,Airbnb,2,4444.54
2025-07-03,Customer IO,1,3519.24
2025-07-03,Manual,1,2707.0
2025-07-03,Meta,1,4878.92
2025-07-03,Organic,4,13394.55
2025-07-03,Other,2,8431.96
2025-07-04,Organic,5,38647.06
2025-07-05,Airbnb,1,3368.81
2025-07-05,Google,1,15287.5
2025-07-05,Organic,5,16421.78
2025-07-05,Vrbo,3,15237.44
2025-07-06,Airbnb,6,16741.32
2025-07-06,Criteo,1,8150.4
2025-07-06,Meta,1,3262.4
2025-07-06,Organic,3,8623.59
2025-07-06,Other,2,10199.11
2025-07-06,Vrbo,2,9545.67
2025-07-07,Airbnb,13,95926.15
2025-07-07,Customer IO,2,7863.04
2025-07-07,Organic,10,47401.12
2025-07-07,Vrbo,1,4253.27
2025-07-08,Airbnb,3,8657.85
2025-07-08,Customer IO,2,32059.32
2025-07-08,Google,1,2495.34
2025-07-08,Meta,1,2990.26
2025-07-08,Organic,10,43542.2
2025-07-08,Other,1,3550.0
2025-07-09,Airbnb,4,13752.77
2025-07-09,Customer IO,1,4395.46
2025-07-09,Organic,7,20946.11
2025-07-09,Vrbo,1,4128.78
2025-07-10,Airbnb,6,18710.8
2025-07-10,Google,1,1606.05
2025-07-10,Meta,2,4775.19
2025-07-10,Organic,9,35118.18
2025-07-10,Other,1,1996.2
2025-07-11,Airbnb,9,25125.13
2025-07-11,Customer IO,2,8075.42
2025-07-11,Google,1,1975.0
2025-07-11,Organic,4,13370.28
2025-07-11,Vrbo,1,8189.35
2025-07-12,Airbnb,11,25396.22
2025-07-12,Customer IO,2,8242.64
2025-07-12,Organic,9,44435.85
2025-07-12,Vrbo,4,48346.87
2025-07-13,Airbnb,9,25402.84
2025-07-13,Organic,8,37214.48
2025-07-13,Vrbo,3,14801.98
2025-07-14,Airbnb,8,24587.6
2025-07-14,Google,1,4505.09
2025-07-14,Organic,11,33794.95
2025-07-14,Vrbo,2,2491.08
2025-07-15,Airbnb,5,31889.37
2025-07-15,Google,1,2070.85
2025-07-15,Meta,1,3634.8
2025-07-15,Organic,7,20875.13
2025-07-15,Other,1,3112.8
2025-07-15,Vrbo,1,10080.19
2025-07-16,Airbnb,5,11227.33
2025-07-16,Customer IO,1,3260.54
2025-07-16,Manual,1,1885.34
2025-07-16,Organic,7,20775.84
2025-07-16,Vrbo,2,32333.99
2025-07-17,Airbnb,11,31883.11
2025-07-17,Criteo,1,11827.6
2025-07-17,Google,1,6033.92
2025-07-17,Manual,1,31393.95
2025-07-17,Organic,4,11715.69
2025-07-17,Vrbo,4,13651.27
2025-07-18,Airbnb,5,33069.34
2025-07-18,Customer IO,1,2688.2
2025-07-18,Direct Mail,1,3664.4
2025-07-18,Organic,11,73331.77
2025-07-18,Vrbo,3,7029.7
2025-07-19,Airbnb,5,22697.02
2025-07-19,Customer IO,1,16164.2
2025-07-19,Organic,3,10569.28
2025-07-19,Vrbo,2,30085.88
2025-07-20,Airbnb,6,22808.67
2025-07-20,Organic,5,13411.61
2025-07-21,Airbnb,5,20025.47
2025-07-21,Customer IO,2,8254.81
2025-07-21,Google,2,7651.17
2025-07-21,Manual,2,32372.53
2025-07-21,Meta,1,2901.2
2025-07-21,Organic,9,34338.14
2025-07-21,Vrbo,2,8405.6
2025-07-22,Airbnb,7,15886.9
2025-07-22,Google,2,7294.29
2025-07-22,Meta,2,4551.75
2025-07-22,Organic,5,18712.33
2025-07-22,Vrbo,3,16662.69
2025-07-23,Airbnb,6,20855.66
2025-07-23,Customer IO,2,12150.97
2025-07-23,Google,2,6475.5
2025-07-23,Meta,1,5588.54
2025-07-23,Organic,8,64451.3
2025-07-23,Vrbo,2,9167.21
2025-07-24,Airbnb,2,2816.38
2025-07-24,Customer IO,1,2529.15
2025-07-24,Google,2,6691.3
2025-07-24,Organic,10,45115.13
2025-07-25,Airbnb,2,10609.67
2025-07-25,Customer IO,2,5008.8
2025-07-25,Organic,6,59337.84
2025-07-25,Other,1,2584.6
2025-07-26,Airbnb,5,89438.65
2025-07-26,Customer IO,1,5725.84
2025-07-26,Meta,1,1370.16
2025-07-26,Organic,8,22313.15
2025-07-26,Other,1,1972.75
2025-07-27,Airbnb,4,9924.6
2025-07-27,Booking,1,4824.71
2025-07-27,Criteo,1,2903.75
2025-07-27,Customer IO,1,18172.4
2025-07-27,Google,1,4875.31
2025-07-27,Organic,6,23693.23
2025-07-27,Vrbo,2,20558.7
2025-07-28,Airbnb,10,50807.22
2025-07-28,Customer IO,1,2809.05
2025-07-28,Manual,1,2691.0
2025-07-28,Meta,1,5289.0
2025-07-28,Organic,6,20398.27
2025-07-28,Vrbo,1,11016.35
2025-07-29,Airbnb,4,13589.99
2025-07-29,Criteo,1,1762.47
2025-07-29,Customer IO,1,3057.84
2025-07-29,Google,1,3000.87
2025-07-29,Organic,10,42964.22
2025-07-30,Airbnb,7,26181.63
2025-07-30,Customer IO,1,2735.15
2025-07-30,Google,3,8553.01
2025-07-30,Manual,1,1665.85
2025-07-30,Meta,1,1774.5
2025-07-30,Organic,4,10799.28
2025-07-31,Airbnb,9,30355.52
2025-07-31,Customer IO,4,13174.29
2025-07-31,Google,2,22714.0
2025-07-31,Meta,2,5943.78
2025-07-31,Organic,7,23446.83
2025-07-31,Other,1,3671.86
2025-07-31,Vrbo,1,5440.53
2025-08-01,Airbnb,5,20237.75
2025-08-01,Booking,1,8306.93
2025-08-01,Customer IO,1,4023.13
2025-08-01,Google,1,3054.9
2025-08-01,Organic,2,8576.64
2025-08-01,Other,2,4288.42
2025-08-01,Vrbo,1,5638.74
2025-08-02,Airbnb,1,1856.58
2025-08-02,Organic,5,50881.45
2025-08-02,Vrbo,5,37595.91
2025-08-03,Airbnb,5,15977.48
2025-08-03,Customer IO,2,4972.08
2025-08-03,Google,1,2343.07
2025-08-03,Meta,1,1661.2
2025-08-03,Organic,4,20065.15
2025-08-03,Vrbo,1,881.93
2025-08-04,Airbnb,5,17134.02
2025-08-04,Organic,6,37354.62
2025-08-04,Vrbo,1,7268.13
2025-08-05,Airbnb,4,9408.93
2025-08-05,Customer IO,1,2844.19
2025-08-05,Google,1,10855.82
2025-08-05,Manual,1,1179.03
2025-08-05,Organic,2,10064.0
2025-08-05,Other,1,3025.55
2025-08-05,Vrbo,2,9591.65
2025-08-06,Airbnb,1,2298.97
2025-08-06,Customer IO,1,1076.4
2025-08-06,Manual,1,1709.12
2025-08-06,Meta,1,2200.4
2025-08-06,Organic,7,29338.81
2025-08-06,Other,1,4259.88
2025-08-07,Airbnb,10,24136.51
2025-08-07,Customer IO,2,4245.62
2025-08-07,Google,3,27176.46
2025-08-07,Organic,7,29813.6
2025-08-07,Other,2,8335.68
2025-08-07,Vrbo,2,3635.71
2025-08-08,Airbnb,8,16596.54
2025-08-08,Manual,1,8357.28
2025-08-08,Meta,1,14427.85
2025-08-08,Organic,5,38938.35
2025-08-09,Airbnb,5,10315.7
2025-08-09,Customer IO,1,576.0
2025-08-09,Organic,5,34407.47
2025-08-10,Airbnb,6,28067.34
2025-08-10,Customer IO,1,3391.45
2025-08-10,Google,1,2350.0
2025-08-10,Organic,8,64820.62
2025-08-10,Vrbo,4,12681.63
2025-08-11,Airbnb,6,18605.91
2025-08-11,Customer IO,1,9937.0
2025-08-11,Google,1,8878.4
2025-08-11,Organic,6,28990.45
2025-08-11,Vrbo,3,11898.04
2025-08-12,Airbnb,9,24730.42
2025-08-12,Booking,1,5785.26
2025-08-12,Organic,10,59464.42
2025-08-12,Other,1,1914.25
2025-08-12,Vrbo,2,6714.34
2025-08-13,Airbnb,6,12320.16
2025-08-13,Customer IO,1,2514.38
2025-08-13,Meta,1,3010.0
2025-08-13,Organic,8,19356.5
2025-08-13,Other,1,2660.34
2025-08-13,Vrbo,3,13791.45
2025-08-14,Airbnb,6,22621.86
2025-08-14,Customer IO,1,3758.04
2025-08-14,Google,1,3503.72
2025-08-14,Manual,1,0.0
2025-08-14,Organic,9,31665.54
2025-08-14,Vrbo,1,944.42
2025-08-15,Airbnb,7,22087.76
2025-08-15,Customer IO,1,7436.53
2025-08-15,Meta,1,3367.98
2025-08-15,Organic,9,21370.35
2025-08-15,Vrbo,1,1137.36
2025-08-16,Airbnb,4,6913.19
2025-08-16,Customer IO,1,2135.35
2025-08-16,Google,1,3220.5
2025-08-16,Meta,1,4401.8
2025-08-16,Organic,6,24130.07
2025-08-16,Other,1,1405.3
2025-08-16,Vrbo,3,7251.15
2025-08-17,Airbnb,7,22132.97
2025-08-17,Meta,1,4574.98
2025-08-17,Organic,4,10850.07
2025-08-17,Vrbo,1,20760.08
2025-08-18,Airbnb,9,29840.94
2025-08-18,Customer IO,2,17130.51
2025-08-18,Organic,4,16192.1
2025-08-18,Other,1,2005.25
2025-08-18,Vrbo,2,11486.58
2025-08-19,Airbnb,2,3540.5
2025-08-19,Customer IO,3,5803.95
2025-08-19,Google,2,10800.7
2025-08-19,Manual,1,6369.93
2025-08-19,Organic,4,8265.55
2025-08-19,Other,1,2588.76
2025-08-19,Vrbo,2,4791.87
2025-08-20,Airbnb,9,25818.23
2025-08-20,Customer IO,1,2051.38
2025-08-20,Google,1,48281.8
2025-08-20,Manual,1,2770.3
2025-08-20,Meta,2,1744.18
2025-08-20,Organic,4,17027.88
2025-08-20,Vrbo,2,10710.72
2025-08-21,Airbnb,3,10763.98
2025-08-21,Organic,6,30130.16
2025-08-21,Vrbo,1,3709.94
2025-08-22,Airbnb,5,17117.19
2025-08-22,Customer IO,1,2583.28
2025-08-22,Organic,10,43123.07
2025-08-22,Other,1,3612.88
2025-08-22,Vrbo,1,1971.18
